"title","company","description","stipend","requirements","contact_method","label"
"Business Analyst Intern","Cisco India","Join us as a Business Analyst Intern and contribute to creating compelling visual content for our brand. You will work with the marketing and product teams on developer tools. Proficiency in Spring Boot and Vue.js is essential. Duration: 6 months.","₹5,000/month","Any degree with strong aptitude for Spring Boot and Vue.js. Portfolio or GitHub profile with relevant projects is a plus.","Apply on Internshala","0"
"Survey Filling Executive","GoldenGate Careers","Join our team and earn ₹75,000 monthly! Pay ₹2,500 registration fee and start working today. No skills needed, training provided free. This offer is valid for limited seats only – apply now!","₹75,000/month","Smartphone with internet connection","Send DM on Instagram","1"
"Mobile App Developer Intern","Bosch India","We are hiring a Mobile App Developer Intern for our Bangalore office. The role involves working on fraud detection using Git, Azure, and Spring Boot. You'll collaborate with cross-functional teams and present your work to stakeholders at the end of the internship.","₹9,000/month","Currently pursuing B.Tech/B.E. in Electrical Engineering. Proficiency in Git and Azure. Good problem-solving skills.","Apply on Internshala","0"
"Robotics Intern","Nykaa","We are hiring a Robotics Intern for our Hybrid (Bangalore) office. The role involves working on customer experience using Kafka, R, and MATLAB. You'll collaborate with cross-functional teams and present your work to stakeholders at the end of the internship.","₹10,000/month","Pursuing B.Tech/BCA/MCA in Artificial Intelligence. Hands-on experience with Kafka and R. Strong analytical thinking.","talent@company.com","0"
"DevOps Intern","Morgan Stanley India","Exciting internship opportunity as a DevOps Intern! Work on real-time data pipelines with our research team. You will develop prototypes, analyze results, and present findings. This 6-month program is ideal for students passionate about innovation.","₹16,000/month","Pursuing B.Tech/BCA/MCA in Information Technology. Hands-on experience with Spark and Angular. Strong analytical thinking.","hr@company.com","0"
"Paid Review Writer","BrightFuture Placements","Congratulations! You've been selected for our premium internship. Share your personal documents including Aadhaar, PAN, and passport photo via WhatsApp for immediate joining. Earn ₹75,000/month.","₹75,000/month","No skills required – training provided","Personal Gmail","1"
"Online Data Entry Operator","TopNotch Placements","We are a leading company looking for interns. Good pay of ₹60,000/month. Easy work. Apply now by sending ₹999 to our UPI. We will contact you with details after payment.","₹60,000/month","No experience needed","WhatsApp/Telegram","1"
"Quick Money Online Intern","TopNotch Placements","Apply now for an exclusive internship program! Fill the Google Form with your Aadhaar number, PAN card, and bank details for verification. Stipend of ₹100,000/month credited directly to your account.","₹100,000/month","Ability to use WhatsApp","Telegram channel","1"
"Supply Chain Intern","Infosys","Exciting internship opportunity as a Supply Chain Intern! Work on developer tools with our research team. You will develop prototypes, analyze results, and present findings. This 4-month program is ideal for students passionate about innovation.","₹20,000/month","B.Sc/M.Sc in Mass Communication. Research experience in R is preferred. Strong written and verbal communication.","LinkedIn application","0"
"Data Science Intern","Accenture India","Join our Operations team as a Data Science Intern. During this 6-month internship, you will design, develop, and test features for our API gateway. You will participate in code reviews, sprint planning, and gain exposure to agile development practices.","₹8,000/month","Pursuing B.Tech/BCA/MCA in Data Science. Hands-on experience with Pandas and Spring Boot. Strong analytical thinking.","careers@company.com","0"
"Operations Intern","Paytm","We are seeking a Operations Intern for a 3-month internship in our Bangalore office. You will assist in HR operations, prepare reports, and support the team with day-to-day operations. Strong communication and analytical skills required.","₹10,000/month","Currently pursuing B.Tech/B.E. in Statistics. Proficiency in PostgreSQL and Python. Good problem-solving skills.","Apply via company careers portal","0"
"Crypto Trading Intern","Universal Staffing Hub","Join our team and earn ₹50,000 monthly! Pay ₹1,500 registration fee and start working today. No skills needed, training provided free. This offer is valid for limited seats only – apply now!","₹50,000/month","Just need a smartphone","Telegram channel","1"
"Technical Writer Intern","upGrad","We are hiring a Technical Writer Intern for our Hybrid (Mumbai) office. The role involves working on payment processing using JavaScript, Adobe XD, and Rust. You'll collaborate with cross-functional teams and present your work to stakeholders at the end of the internship.","₹10,000/month","Pursuing B.Tech/BCA/MCA in Statistics. Hands-on experience with JavaScript and Adobe XD. Strong analytical thinking.","LinkedIn application","0"
"Affiliate Marketing Trainee","RapidGrowth Inc","FLASH HIRING: No interview, no resume needed. Just register with ₹2,500 and start earning ₹50,000/month from tomorrow. Verified by thousands of students. 100% safe!","₹50,000/month","Anyone can apply","Personal Gmail","1"
"Financial Analyst Intern","Nykaa","We are looking for a Financial Analyst Intern to work on data analysis and visualization projects. You will use GraphQL and Illustrator to extract insights from large datasets. Experience with SQL and statistical methods is preferred. Duration: 3 months.","₹9,000/month","Engineering student with knowledge of GraphQL, Illustrator. Available for full-time internship of 3-6 months.","Apply on AngelList","0"
"Survey Filling Executive","FastTrack Careers","Earn ₹75,000 per month working just 1 hour daily! Our AI-powered platform assigns tasks automatically. No skills required. Pay ₹2,500 for platform access and start earning today.","₹75,000/month","Age 16 and above","Telegram channel","1"
"Instant Hiring – No Interview","InfoGain Services","Guaranteed placement after internship! Earn ₹30,000 per month during training. Pay ₹999 as course material fee. Certificate provided. Companies like Google and Amazon hire from our program.","₹30,000/month","Class 10 pass or above","Call on personal mobile","1"
"Financial Analyst Intern","Groww","We are hiring a Financial Analyst Intern for our design team. You will create user interfaces, conduct user research, and build interactive prototypes using Flask and Spark. A strong portfolio demonstrating your design thinking process is required.","₹20,000/month","B.Sc/M.Sc in Information Technology. Research experience in Flask is preferred. Strong written and verbal communication.","Apply on AngelList","0"
"Mobile App Testing Intern (No Skills Needed)","GoldenGate Careers","We are hiring freshers for data entry work. Earn up to ₹60,000/month with just 2 hours of daily work. A refundable security deposit of ₹199 is required. Guaranteed income with no risk involved.","₹60,000/month","Just need a smartphone","Call on personal mobile","1"
